Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_1_0	C0010823	Cytomegalovirus Infections	7/50	462/21671	8.65028853041816e-05	0.00188448137540443	0.000998239923978081	HRAS/RELA/MAPK3/MAPK14/STAT1/NFKB1/IKBKB	7
group_G5_1_0	C0026847	Spinal Muscular Atrophy	6/50	320/21671	9.09732317913168e-05	0.00195951820672947	0.00103798813363146	BECN1/RELA/MAPK14/NFKB1/HTRA2/BCL2L1	6
group_G5_1_0	C4721414	Mantle cell lymphoma	7/50	466/21671	9.12798348595503e-05	0.00195951820672947	0.00103798813363146	PMAIP1/PIK3CB/PIM2/MAPK3/STAT1/NFKB1/MUL1	7
group_G5_1_0	C0345905	Intrahepatic Cholangiocarcinoma	7/50	470/21671	9.62702459687426e-05	0.00203749893941217	0.00107929577491723	HRAS/BECN1/PIK3CB/MAPK3/MAPK14/SRC/STK11	7
group_G5_1_0	C0023827	liposarcoma	5/50	200/21671	9.62979777552843e-05	0.00203749893941217	0.00107929577491723	CEBPB/PIK3CB/MAPK14/SRC/EPAS1	5
group_G5_1_0	C0431391	Hemimegalencephaly	3/50	39/21671	9.96107228438883e-05	0.00209253668488482	0.00110845014893951	HRAS/TSC1/PIK3CB	3
group_G5_1_0	C1969372	Tubulointerstitial fibrosis	6/50	328/21671	0.00010416051077496	0.00217259618573871	0.00115085894697231	CEBPB/SGK1/PIK3CB/MAPK3/MAPK14/STAT1	6
group_G5_1_0	C0150080	Social Communication Disorder	3/50	40/21671	0.000107512538458015	0.00222672095496494	0.00117952970287518	TSC1/PIK3CB/HTRA2	3
group_G5_1_0	C0033141	Cardiomyopathies, Primary	4/50	108/21671	0.000112604736278385	0.00229979534301895	0.00121823837494159	HRAS/PSEN1/MAPK3/MAPK14	4
group_G5_1_0	C0242363	Islet Cell Tumor	4/50	108/21671	0.000112604736278385	0.00229979534301895	0.00121823837494159	TFE3/TSC1/STK11/NFKB1	4
group_G5_1_0	C0007965	Chediak-Higashi Syndrome	3/50	41/21671	0.000115812166341745	0.00234899021524876	0.00124429768555922	PRKAA1/RAB7A/AP3B1	3
group_G5_1_0	C0079772	T-Cell Lymphoma	7/50	485/21671	0.000117010491567917	0.00235704010754277	0.00124856184225319	BAG3/HRAS/BECN1/YY1/PIK3CB/NFKB1/IKBKB	7
group_G5_1_0	C0036220	Kaposi Sarcoma	7/50	488/21671	0.000121565925339739	0.00243214548587873	0.00128834636235456	CEBPB/TSC1/PIK3CB/NFKB1/MUL1/BCL2L1/EPAS1	7
group_G5_1_0	C1333015	Childhood Kidney Wilms Tumor	6/50	338/21671	0.000122739569789822	0.00243854746671566	0.00129173759399387	HRAS/BECN1/PIK3CB/MAPK3/STK11/STAT1	6
group_G5_1_0	C0238065	Secondary Biliary Cholangitis	3/50	42/21671	0.000124518457003096	0.00243854746671566	0.00129173759399387	RELA/MAPK14/NFKB1	3
group_G5_1_0	C4551595	Biliary Cirrhosis, Primary, 1	3/50	42/21671	0.000124518457003096	0.00243854746671566	0.00129173759399387	RELA/MAPK14/NFKB1	3
group_G5_1_0	C1853237	Isolated cases	4/50	111/21671	0.000125202539093528	0.00243854746671566	0.00129173759399387	HRAS/TSC1/PSEN1/STK11	4
group_G5_1_0	C0011603	Dermatitis	7/50	496/21671	0.000134424655215059	0.0025967889500523	0.00137556063855022	RELA/PIK3CB/MAPK3/MAPK14/STAT1/IKBKB/EPAS1	7
group_G5_1_0	C0031511	Pheochromocytoma	6/50	344/21671	0.000135093066765726	0.0025967889500523	0.00137556063855022	HRAS/PIK3CB/MAPK3/MAPK14/SRC/EPAS1	6
group_G5_1_0	C2349952	Oropharyngeal Carcinoma	4/50	115/21671	0.000143550408356451	0.00274143994140468	0.00145218458214318	PMAIP1/PIK3CB/NFKB1/NPC1	4
group_G5_1_0	C1175175	Severe Acute Respiratory Syndrome	4/50	117/21671	0.000153419656800642	0.0029110142622625	0.00154201081198608	BAG3/MAPK14/MUL1/BCL2L1	4
group_G5_1_0	C1851710	LATERAL MENINGOCELE SYNDROME	4/50	118/21671	0.000158534139033277	0.00298877501856967	0.00158320192826755	HRAS/PIK3CB/SRC/STAT1	4
group_G5_1_0	C4733092	estrogen receptor-negative breast cancer	6/50	356/21671	0.000162758634014351	0.00304495950291561	0.00161296374821135	TSC1/PIK3CB/MAPK3/MAPK14/STAT1/EPAS1	6
group_G5_1_0	C0431718	Multiple renal cysts	3/50	46/21671	0.000163585039599002	0.00304495950291561	0.00161296374821135	TSC1/STK11/EPAS1	3
group_G5_1_0	C0041327	Tuberculosis, Pulmonary	6/50	358/21671	0.000167776686096576	0.00308953896733475	0.0016365782034952	BECN1/YY1/TSC1/RELA/MAPK14/NFKB1	6
group_G5_1_0	C0917798	Cerebral Ischemia	4/50	120/21671	0.000169131510962562	0.00308953896733475	0.0016365782034952	CEBPB/RELA/MAPK3/NFKB1	4
group_G5_1_0	C1863753	LIMB-MAMMARY SYNDROME	4/50	120/21671	0.000169131510962562	0.00308953896733475	0.0016365782034952	HRAS/PIK3CB/SRC/STAT1	4
group_G5_1_0	C0041956	Ureteral obstruction	6/50	359/21671	0.000170331281638869	0.00309224876111058	0.00163801362459731	SGK1/RELA/PRKAA1/PIK3CB/MAPK14/NFKB1	6
group_G5_1_0	C0158570	Vascular anomaly	3/50	47/21671	0.000174455187669598	0.00314768531862753	0.00166737925573784	TSC1/PIK3CB/EPAS1	3
group_G5_1_0	C0282488	Interstitial Cystitis	4/50	122/21671	0.000180231759233392	0.00320426682456205	0.00169735138436688	OPTN/MFN2/PIK3CB/MAP1LC3A	4
group_G5_1_0	C1318544	M5b Acute differentiated monocytic leukemia	4/50	122/21671	0.000180231759233392	0.00320426682456205	0.00169735138436688	RELA/PRKAA1/PIK3CB/BCL2L1	4
group_G5_1_0	C0037286	Skin Neoplasms	6/50	363/21671	0.000180859671158552	0.00320426682456205	0.00169735138436688	HRAS/TSC1/RELA/PSEN1/MAPK14/IKBKB	6
group_G5_1_0	C2674218	SPHEROCYTOSIS, TYPE 1 (disorder)	3/50	48/21671	0.000185783776985177	0.00327179693481081	0.00173312316380751	PRKAA1/PMAIP1/MAPK3	3
group_G5_1_0	C0018671	Head and Neck Neoplasms	4/50	124/21671	0.000191848974089564	0.00333946240659324	0.00176896664641744	PIK3CB/MAPK3/BCL2L1/EPAS1	4
group_G5_1_0	C0079773	Lymphoma, T-Cell, Cutaneous	6/50	367/21671	0.00019189702370427	0.00333946240659324	0.00176896664641744	PIK3CB/MAPK3/STAT1/NFKB1/IKBKB/MUL1	6
group_G5_1_0	C0026691	Mucocutaneous Lymph Node Syndrome	6/50	370/21671	0.000200519586181682	0.00346898884094309	0.00183757887027176	BECN1/RELA/MAPK3/MAPK14/SRC/STAT1	6
group_G5_1_0	C1839259	Bulbo-Spinal Atrophy, X-Linked	4/50	126/21671	0.000203997346146407	0.0035085157603309	0.00185851691164471	BAG3/TFEB/BECN1/STAT1	4
group_G5_1_0	C0014378	Enterovirus Infections	5/50	237/21671	0.000212757688818298	0.00363790908613148	0.00192705862577161	BECN1/PIK3CB/MAPK3/MAPK14/STAT1	5
group_G5_1_0	C1262048	Glial scar	3/50	51/21671	0.00022260400022018	0.00377338926291388	0.00199882464221355	RELA/RAB7A/PIK3CB	3
group_G5_1_0	C1851841	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1	4/50	129/21671	0.000223247103620202	0.00377338926291388	0.00199882464221355	PIK3CB/MAPK14/STK11/VPS11	4
group_G5_1_0	C0023524	Leukoencephalopathy, Progressive Multifocal	5/50	240/21671	0.000225518155428412	0.00378999368637119	0.0020076202708815	CEBPB/RELA/MAPK14/STAT1/MUL1	5
group_G5_1_0	C0282193	Iron Overload	5/50	241/21671	0.000229898693723428	0.00384165942182161	0.0020349884372648	PIK3CB/MCOLN1/MAPK14/BCL2L1/EPAS1	5
group_G5_1_0	C0920646	Ischemia of kidney	4/50	131/21671	0.000236786080252322	0.00393439470068972	0.00208411179764161	PIK3CB/MAPK14/STAT1/EPAS1	4
group_G5_1_0	C0027533	Neck Neoplasms	4/50	132/21671	0.000243772744999455	0.00402371603994253	0.00213142673960341	HRAS/MAPK3/NFKB1/BCL2L1	4
group_G5_1_0	C0149678	Epstein-Barr Virus Infections	6/50	384/21671	0.000244898052074027	0.00402371603994253	0.00213142673960341	CEBPB/RELA/PIK3CB/MAPK14/NFKB1/NPC1	6
group_G5_1_0	C0278595	Adult Fibrosarcoma	6/50	387/21671	0.000255344131406352	0.00417203939147823	0.0022099959911193	HRAS/RELA/PIK3CB/MAPK14/STAT1/NFKB1	6
group_G5_1_0	C0042164	Uveitis	5/50	247/21671	0.000257560485326057	0.00417217272222535	0.00221006661854848	RELA/PIK3CB/MAPK3/MAPK14/STAT1	5
group_G5_1_0	C1266043	Sarcomatoid Renal Cell Carcinoma	4/50	134/21671	0.00025818953942367	0.00417217272222535	0.00221006661854848	TFE3/TSC1/RELA/EPAS1	4
group_G5_1_0	C0862506	Borderline ovarian tumour	3/50	54/21671	0.000263849328935727	0.00424033265792335	0.00224617202660268	HRAS/BECN1/PIK3CB	3
group_G5_1_0	C0008373	Cholesteatoma	4/50	135/21671	0.000265623329525996	0.00424564245726062	0.00224898471223383	BECN1/PIK3CB/MAPK3/MAPK14	4
group_G5_1_0	C1300257	Thanatophoric dysplasia, type 2	2/50	11/21671	0.000283150914914635	0.00447713355249431	0.00237160924772869	MAPK3/STAT1	2
group_G5_1_0	C1860991	NOONAN SYNDROME 3	2/50	11/21671	0.000283150914914635	0.00447713355249431	0.00237160924772869	HRAS/MAPK3	2
group_G5_1_0	C1266119	Solitary fibrous tumor	3/50	58/21671	0.00032610419988789	0.00506628018004107	0.00268368963884851	RELA/MAPK3/MAPK14	3
group_G5_1_0	C2931367	Thyroid cancer, follicular	3/50	58/21671	0.00032610419988789	0.00506628018004107	0.00268368963884851	HRAS/PIK3CB/STK11	3
group_G5_1_0	C0039483	Giant Cell Arteritis	5/50	260/21671	0.000326138715769411	0.00506628018004107	0.00268368963884851	PIK3CB/STAT1/NFKB1/IKBKB/MUL1	5
group_G5_1_0	C0007621	Neoplastic Cell Transformation	4/50	143/21671	0.000330746614949978	0.00506628018004107	0.00268368963884851	HRAS/RELA/NFKB1/EPAS1	4
group_G5_1_0	C0278608	Adult Liposarcoma	4/50	143/21671	0.000330746614949978	0.00506628018004107	0.00268368963884851	CEBPB/PIK3CB/SRC/EPAS1	4
group_G5_1_0	C0279984	Childhood Liposarcoma	4/50	143/21671	0.000330746614949978	0.00506628018004107	0.00268368963884851	CEBPB/PIK3CB/SRC/EPAS1	4
group_G5_1_0	C0039743	Thanatophoric Dysplasia	2/50	12/21671	0.000339280001551456	0.00517006468685406	0.0027386659519834	HRAS/STAT1	2
group_G5_1_0	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	4/50	145/21671	0.000348665905807974	0.0052857032421714	0.0027999215441986	BECN1/PIK3CB/SRC/MUL1	4
group_G5_1_0	C0086942	Rous Sarcoma	3/50	60/21671	0.000360485944788477	0.00543686750575851	0.00287999567226421	HRAS/PIK3CB/SRC	3
group_G5_1_0	C0748355	Acute respiratory distress	4/50	147/21671	0.000367270571196048	0.00551093239738559	0.00291922902991488	RELA/PIK3CB/NFKB1/EPAS1	4
group_G5_1_0	C0013363	Dysautonomia	4/50	148/21671	0.00037683463790551	0.00562573944203099	0.0029800441576284	PIK3CB/MAPK3/HTRA2/VPS11	4
group_G5_1_0	C0018553	Hamartoma Syndrome, Multiple	5/50	270/21671	0.000387688343002837	0.00572960510940374	0.00303506346280983	TSC1/RELA/PIK3CB/MAPK14/STK11	5
group_G5_1_0	C0940937	precancerous lesions	5/50	270/21671	0.000387688343002837	0.00572960510940374	0.00303506346280983	BAG3/PIK3CB/MAPK14/MUL1/BCL2L1	5
group_G5_1_0	C0221500	Effects of heat	2/50	13/21671	0.000400376032576561	0.00585823836720232	0.00310320255675994	PIK3CB/MAPK3	2
group_G5_1_0	C1306571	Hepatic Insufficiency	2/50	13/21671	0.000400376032576561	0.00585823836720232	0.00310320255675994	RELA/MAPK14	2
group_G5_1_0	C1608389	Autoimmune myocarditis	3/50	63/21671	0.000416300468794381	0.00603962652403713	0.00319928676446427	CEBPB/PIK3CB/MAPK14	3
group_G5_1_0	C0340643	Dissection of aorta	4/50	152/21671	0.000416880035491172	0.00603962652403713	0.00319928676446427	MFN2/RAB7A/MAPK3/STAT1	4
group_G5_1_0	C0206694	Mucoepidermoid Carcinoma	4/50	153/21671	0.000427348182745989	0.00611917456267139	0.00324142463277928	BECN1/PIK3CB/MAPK3/IKBKB	4
group_G5_1_0	C0021125	Impulsive Behavior	5/50	276/21671	0.000428612703131692	0.00611917456267139	0.00324142463277928	BAG3/RELA/MAPK3/AMBRA1/HTRA2	5
group_G5_1_0	C0022680	Polycystic Kidney Diseases	5/50	276/21671	0.000428612703131692	0.00611917456267139	0.00324142463277928	BECN1/TSC1/PIK3CB/STK11/EPAS1	5
group_G5_1_0	C0343641	Human papilloma virus infection	6/50	429/21671	0.000442058485784955	0.00628064737533118	0.00332695936415832	HRAS/BECN1/RELA/PIK3CB/STK11/NFKB1	6
group_G5_1_0	C0085413	Polycystic Kidney, Autosomal Dominant	5/50	280/21671	0.000457655529956135	0.0064099604915844	0.00339545859000516	TSC1/MFN2/PRKAA1/PIK3CB/STAT1	5
group_G5_1_0	C0206686	Adrenocortical carcinoma	5/50	281/21671	0.000465142909927543	0.0064099604915844	0.00339545859000516	TFE3/HRAS/SGK1/MAPK14/STK11	5
group_G5_1_0	C0278804	Adenocarcinoma of duodenum	2/50	14/21671	0.000466416710370303	0.0064099604915844	0.00339545859000516	BECN1/RICTOR	2
group_G5_1_0	C0400807	Stress ulcer of stomach	2/50	14/21671	0.000466416710370303	0.0064099604915844	0.00339545859000516	RELA/MAPK14	2
group_G5_1_0	C1846385	FOCAL CORTICAL DYSPLASIA OF TAYLOR	2/50	14/21671	0.000466416710370303	0.0064099604915844	0.00339545859000516	TSC1/PIK3CB	2
group_G5_1_0	C1848980	Developmental stagnation	2/50	14/21671	0.000466416710370303	0.0064099604915844	0.00339545859000516	MCOLN1/VPS11	2
group_G5_1_0	C2741638	Stress ulcer	2/50	14/21671	0.000466416710370303	0.0064099604915844	0.00339545859000516	RELA/MAPK14	2
group_G5_1_0	C0035222	Respiratory Distress Syndrome, Adult	6/50	434/21671	0.000469966527627313	0.00641093280960898	0.00339597364241353	RELA/PIK3CB/MAPK14/NFKB1/IKBKB/EPAS1	6
group_G5_1_0	C4722419	Extrapulmonary Small Cell Carcinoma	4/50	157/21671	0.000471105305985366	0.00641093280960898	0.00339597364241353	PIK3CB/MAP1LC3A/RICTOR/STAT1	4
group_G5_1_0	C0001339	Acute pancreatitis	6/50	435/21671	0.000475709830393885	0.00641093280960898	0.00339597364241353	TFEB/BECN1/RELA/RAB7A/PIK3CB/MAPK14	6
group_G5_1_0	C0005944	Metabolic Bone Disorder	3/50	66/21671	0.000477386700205497	0.00641093280960898	0.00339597364241353	BECN1/PRKAA1/PIK3CB	3
group_G5_1_0	C0221271	Elastosis perforans serpiginosa	3/50	66/21671	0.000477386700205497	0.00641093280960898	0.00339597364241353	RELA/PSEN1/MAPK3	3
group_G5_1_0	C0027668	Neoplasms, Vascular Tissue	3/50	67/21671	0.000498954938206081	0.00667012033301857	0.0035332694188756	TFE3/TSC1/RICTOR	3
group_G5_1_0	C0162770	Right Ventricular Hypertrophy	4/50	160/21671	0.000505955691732146	0.00673310266689703	0.00356663216843809	PRKAA1/PIK3CB/MAPK14/EPAS1	4
group_G5_1_0	C0007758	Cerebellar Ataxia	6/50	441/21671	0.000511332101705808	0.00677399869872424	0.00358829545056707	PSEN1/PIK3CB/MAPK14/NPC1/IKBKB/MUL1	6
group_G5_1_0	C0474808	Follicular neoplasm	3/50	68/21671	0.00052113844834008	0.00687295146443128	0.00364071231316176	HRAS/RELA/BCL2L1	3
group_G5_1_0	C1266044	Collecting Duct Carcinoma of the Kidney	4/50	162/21671	0.000530186079927777	0.00693172816583094	0.00367184727193751	TFE3/TSC1/RELA/EPAS1	4
group_G5_1_0	C0020192	Hyaline Membrane Disease	2/50	15/21671	0.000537379810203827	0.00693172816583094	0.00367184727193751	NFKB1/EPAS1	2
group_G5_1_0	C0154017	Benign neoplasm of bladder	2/50	15/21671	0.000537379810203827	0.00693172816583094	0.00367184727193751	HRAS/TSC1	2
group_G5_1_0	C0496930	Neoplasm of uncertain or unknown behavior of bladder	2/50	15/21671	0.000537379810203827	0.00693172816583094	0.00367184727193751	HRAS/TSC1	2
group_G5_1_0	C2363866	Traumatic occlusion	2/50	15/21671	0.000537379810203827	0.00693172816583094	0.00367184727193751	MAPK3/MAPK14	2
group_G5_1_0	C0032463	Polycythemia Vera	5/50	291/21671	0.000545207406411156	0.0069715434011096	0.00369293803884902	PIK3CB/MAPK3/STAT1/NFKB1/BCL2L1	5
group_G5_1_0	C0040100	Thymoma	5/50	291/21671	0.000545207406411156	0.0069715434011096	0.00369293803884902	HRAS/PIK3CB/MAPK3/MAPK14/STAT1	5
group_G5_1_0	C0282687	Hemorrhagic Fever, Ebola	4/50	164/21671	0.000555231969457415	0.00706899230378467	0.00374455828114365	BAG3/STAT1/NPC1/MUL1	4
group_G5_1_0	C0206682	Follicular thyroid carcinoma	5/50	293/21671	0.000562391878674416	0.00712928670336835	0.00377649718892076	HRAS/YY1/PIK3CB/MAPK3/STK11	5
group_G5_1_0	C0279646	Childhood Acute Monocytic Leukemia	3/50	70/21671	0.000567380148499342	0.00713104708007079	0.0037774296886146	RELA/PRKAA1/PIK3CB	3
group_G5_1_0	C0280634	Adult Acute Monocytic Leukemia	3/50	70/21671	0.000567380148499342	0.00713104708007079	0.0037774296886146	RELA/PRKAA1/PIK3CB	3
group_G5_1_0	C0162309	Adrenoleukodystrophy	5/50	294/21671	0.000571135494385939	0.00714769995314488	0.00378625098181944	BECN1/PRKAA1/PIK3CB/MAPK3/MAPK14	5
group_G5_1_0	C0013421	Dystonia	6/50	453/21671	0.000588809136196207	0.00724775909912183	0.00383925391173797	YY1/PSEN1/MCOLN1/HTRA2/NPC1/VPS11	6
group_G5_1_0	C0334634	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	5/50	296/21671	0.000588929320573633	0.00724775909912183	0.00383925391173797	PMAIP1/PIK3CB/PIM2/STAT1/MUL1	5
group_G5_1_0	C0031269	Peutz-Jeghers Syndrome	3/50	71/21671	0.00059145262964612	0.00724775909912183	0.00383925391173797	TSC1/PRKAA1/STK11	3
group_G5_1_0	C0276275	Disease due to Parvoviridae	3/50	71/21671	0.00059145262964612	0.00724775909912183	0.00383925391173797	RELA/MAPK14/STAT1	3
group_G5_1_0	C0677659	Gastro-esophageal reflux disease with esophagitis	3/50	71/21671	0.00059145262964612	0.00724775909912183	0.00383925391173797	PIK3CB/MAPK14/EPAS1	3
group_G5_1_0	C0010414	Infection by Cryptococcus neoformans	4/50	167/21671	0.000594363843652229	0.00725321188456932	0.00384214233939856	GORASP2/PRKAA1/STAT1/NFKB1	4
group_G5_1_0	C0005122	Beriberi	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	BECN1/PSEN1	2
group_G5_1_0	C0006009	Borderline intellectual disability	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	BAG3/VPS11	2
group_G5_1_0	C0023801	Lipomatosis	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	MFN2/PIK3CB	2
group_G5_1_0	C0154091	Carcinoma in situ of bladder	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	HRAS/TSC1	2
group_G5_1_0	C0410606	Cervical Disc Degenerative Disorder	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	BECN1/MAP1LC3A	2
group_G5_1_0	C4551508	Dominant hereditary optic atrophy	2/50	16/21671	0.000613243180032186	0.00730181454443181	0.00386788794565367	OPTN/MFN2	2
group_G5_1_0	C0039101	synovial sarcoma	5/50	299/21671	0.000616398117683369	0.00730978574236608	0.0038721104166867	PIK3CB/MAPK3/MAPK14/SRC/NFKB1	5
group_G5_1_0	C0086565	Liver Dysfunction	3/50	73/21671	0.000641536162657742	0.00754703141750567	0.00399778324519351	NFKB1/NPC1/BCL2L1	3
group_G5_1_0	C0239849	Harlequin Fetus	3/50	73/21671	0.000641536162657742	0.00754703141750567	0.00399778324519351	BECN1/RELA/EPAS1	3
group_G5_1_0	C2945695	Limb ischemia	4/50	171/21671	0.000649539144225967	0.00761073555047238	0.00403152834327713	PIK3CB/MAPK3/MAPK14/EPAS1	4
group_G5_1_0	C0042963	Vomiting	5/50	303/21671	0.000654508174425463	0.00763852595629082	0.00404624936570462	RELA/PIK3CB/MAPK3/STK11/AP3B1	5
group_G5_1_0	C0265101	Carotid artery occlusion	3/50	74/21671	0.000667561171323862	0.0077295173419822	0.00409444895797479	BECN1/PIK3CB/MAPK14	3
group_G5_1_0	C3179349	Gastrointestinal Stromal Sarcoma	3/50	74/21671	0.000667561171323862	0.0077295173419822	0.00409444895797479	TSC1/PIK3CB/NPC1	3
group_G5_1_0	C1334274	Invasive Carcinoma	4/50	173/21671	0.000678447433791722	0.00773109515601162	0.00409528475130092	BECN1/PIK3CB/SRC/STAT1	4
group_G5_1_0	C0375023	Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site	6/50	467/21671	0.000690442584983308	0.00773109515601162	0.00409528475130092	BECN1/RELA/PRKAA1/MAPK14/STAT1/NFKB1	6
group_G5_1_0	C0019562	Von Hippel-Lindau Syndrome	4/50	174/21671	0.000693238589367412	0.00773109515601162	0.00409528475130092	PIK3CB/STK11/MUL1/EPAS1	4
group_G5_1_0	C0026706	Mucopolysaccharidosis III	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	TFEB/MAP1LC3A	2
group_G5_1_0	C0037899	Sphingolipidoses	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	BECN1/NPC1	2
group_G5_1_0	C0039841	Thiamine Deficiency	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	BECN1/PSEN1	2
group_G5_1_0	C0085261	Proteus Syndrome	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	TSC1/PIK3CB	2
group_G5_1_0	C0152264	Familial erythrocytosis	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	NFKB1/EPAS1	2
group_G5_1_0	C1367536	Nasopharyngeal Angiofibroma	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	HRAS/SRC	2
group_G5_1_0	C4749274	Chuvash erythrocytosis	2/50	17/21671	0.00069398474028802	0.00773109515601162	0.00409528475130092	MUL1/EPAS1	2
group_G5_1_0	C0020255	Hydrocephalus	6/50	473/21671	0.000737957840786175	0.00818993965944204	0.00433834202329112	HRAS/TSC1/MFN2/PSEN1/PIK3CB/IKBKB	6
group_G5_1_0	C0349639	Juvenile Myelomonocytic Leukemia	4/50	179/21671	0.000770642958806176	0.00846033979516754	0.00448157729982568	HRAS/PIK3CB/SRC/MUL1	4
group_G5_1_0	C0024301	Lymphoma, Follicular	6/50	477/21671	0.000771018554029553	0.00846033979516754	0.00448157729982568	HRAS/PMAIP1/PIK3CB/MAPK14/STAT1/BCL2L1	6
group_G5_1_0	C0020545	Hypertension, Renovascular	3/50	78/21671	0.000778376414323271	0.00846033979516754	0.00448157729982568	RELA/MAPK3/STAT1	3
group_G5_1_0	C1868684	EAR, PATELLA, SHORT STATURE SYNDROME	3/50	78/21671	0.000778376414323271	0.00846033979516754	0.00448157729982568	RELA/PSEN1/MAPK3	3
group_G5_1_0	C0740985	Acute anaemia	2/50	18/21671	0.000779582483675758	0.00846033979516754	0.00448157729982568	PRKAA1/STK11	2
group_G5_1_0	C1402291	Pigmented lesions	2/50	18/21671	0.000779582483675758	0.00846033979516754	0.00448157729982568	TFE3/HRAS	2
group_G5_1_0	C0520679	Sleep Apnea, Obstructive	6/50	480/21671	0.000796559322024928	0.00861279766939453	0.00456233667413658	HRAS/RELA/PRKAA1/PIK3CB/MAPK14/SRC	6
group_G5_1_0	C1527336	Sjogren's Syndrome	6/50	481/21671	0.000805217073167139	0.00867451799335002	0.00459503091685894	MFN2/RELA/PRKAA1/PIK3CB/STAT1/NFKB1	6
group_G5_1_0	C0021841	Intestinal Neoplasms	4/50	182/21671	0.000819915220097342	0.00880062285513242	0.00466183067900141	SGK1/PIK3CB/MAPK3/SRC	4
group_G5_1_0	C0016059	Fibrosis	4/50	184/21671	0.00085397522466539	0.00909978672369896	0.00482030256485422	SGK1/MAPK3/MAPK14/STAT1	4
group_G5_1_0	C0206663	Neuroectodermal Tumor, Primitive	4/50	184/21671	0.00085397522466539	0.00909978672369896	0.00482030256485422	HRAS/PIK3CB/SRC/STK11	4
group_G5_1_0	C0752308	Hypoxia-Ischemia, Brain	3/50	81/21671	0.00086872731308295	0.00921839195823737	0.00488312965450037	BECN1/MAP1LC3A/BCL2L1	3
group_G5_1_0	C1266042	Chromophobe Renal Cell Carcinoma	4/50	185/21671	0.000871374690374019	0.00921839195823737	0.00488312965450037	TFE3/TSC1/RELA/EPAS1	4
group_G5_1_0	C0032461	Polycythemia	3/50	82/21671	0.000900258482175113	0.00948982149131544	0.00502691021927624	NFKB1/BCL2L1/EPAS1	3
group_G5_1_0	C0035243	Respiratory Tract Infections	4/50	187/21671	0.000906922413391318	0.00952592434922809	0.00504603448052312	MFN2/PIK3CB/STAT1/IKBKB	4
group_G5_1_0	C0158252	Intervertebral disc disorder	4/50	188/21671	0.000925074618478686	0.00958917749365599	0.00507954068276485	RELA/PIK3CB/MAPK3/MAPK14	4
group_G5_1_0	C0243038	Carcinoma, Lewis Lung	4/50	188/21671	0.000925074618478686	0.00958917749365599	0.00507954068276485	CEBPB/MAPK3/MAPK14/EPAS1	4
group_G5_1_0	C0153382	Malignant neoplasm of oropharynx	3/50	83/21671	0.000932507569937304	0.00958917749365599	0.00507954068276485	PMAIP1/PIK3CB/NPC1	3
group_G5_1_0	C1709527	B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	3/50	83/21671	0.000932507569937304	0.00958917749365599	0.00507954068276485	PIK3CB/SRC/NPC1	3
group_G5_1_0	C2118460	Acute colitis	3/50	83/21671	0.000932507569937304	0.00958917749365599	0.00507954068276485	RELA/PIK3CB/NFKB1	3
group_G5_1_0	C4020732	Mitochondrial abnormalities	3/50	83/21671	0.000932507569937304	0.00958917749365599	0.00507954068276485	TFEB/MFN2/PSEN1	3
group_G5_1_0	C4722099	High grade glioma	4/50	190/21671	0.000962145589096369	0.00969105659891847	0.00513350767422443	PIK3CB/MAPK3/STK11/EPAS1	4
group_G5_1_0	C0265319	Fibrous skin tumor of tuberous sclerosis	2/50	20/21671	0.000965258850792536	0.00969105659891847	0.00513350767422443	HRAS/TSC1	2
group_G5_1_0	C0338455	Dementia of frontal lobe type	2/50	20/21671	0.000965258850792536	0.00969105659891847	0.00513350767422443	PSEN1/HTRA2	2
group_G5_1_0	C1844384	Recurrent fungal infections	2/50	20/21671	0.000965258850792536	0.00969105659891847	0.00513350767422443	STAT1/IKBKB	2
group_G5_1_0	C1868678	THANATOPHORIC DYSPLASIA, TYPE I (disorder)	2/50	20/21671	0.000965258850792536	0.00969105659891847	0.00513350767422443	HRAS/STAT1	2
group_G5_1_0	C4324656	Non-squamous non-small cell lung cancer	2/50	20/21671	0.000965258850792536	0.00969105659891847	0.00513350767422443	PIK3CB/STK11	2
