Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_1_0	GO:0034612	response to tumor necrosis factor	6/50	249/18800	4.95814673813285e-05	0.000860337622000813	0.00052775557701052	RELA/MAPK3/MAPK14/STAT1/NFKB1/IKBKB	6
group_G5_1_0	GO:0031098	stress-activated protein kinase signaling cascade	6/50	252/18800	5.29937042296116e-05	0.000912248765666885	0.000559599349592557	HRAS/RB1CC1/MAPK3/MAPK14/NFKB1/IKBKB	6
group_G5_1_0	GO:1903649	regulation of cytoplasmic transport	3/50	28/18800	5.53334111806125e-05	0.00093828311448883	0.000575569559930058	MAPK3/SRC/VPS11	3
group_G5_1_0	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	6/50	254/18800	5.5371248803398e-05	0.00093828311448883	0.000575569559930058	OPTN/RELA/PIM2/STAT1/IKBKB/MUL1	6
group_G5_1_0	GO:0071216	cellular response to biotic stimulus	6/50	256/18800	5.78335097941091e-05	0.000972409943747462	0.000596503928027368	CEBPB/RELA/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	GO:0090150	establishment of protein localization to membrane	6/50	259/18800	6.16906049528747e-05	0.00102928401648296	0.000631392102513633	HRAS/OPTN/GORASP2/RAB7A/NPC1/AP3B1	6
group_G5_1_0	GO:1990845	adaptive thermogenesis	5/50	159/18800	6.33130208505328e-05	0.00104828963530386	0.000643050689876042	TFE3/CEBPB/MFN2/STK11/EPAS1	5
group_G5_1_0	GO:0070498	interleukin-1-mediated signaling pathway	3/50	30/18800	6.83191842417472e-05	0.00111416774902519	0.000683462199300106	RELA/MAPK3/IKBKB	3
group_G5_1_0	GO:1990776	response to angiotensin	3/50	30/18800	6.83191842417472e-05	0.00111416774902519	0.000683462199300106	RELA/SRC/NFKB1	3
group_G5_1_0	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	3/50	33/18800	9.12958737474245e-05	0.0014777667922251	0.000906504198089117	SRC/AMBRA1/ATG14	3
group_G5_1_0	GO:0051650	establishment of vesicle localization	5/50	173/18800	9.43786151009728e-05	0.00151634974928896	0.00093017208177489	YKT6/RAB7A/PSEN1/STK11/AP3B1	5
group_G5_1_0	GO:0048872	homeostasis of number of cells	6/50	282/18800	9.86100798850969e-05	0.00157268575934394	0.000964730193303115	PMAIP1/PIK3CB/MAPK14/STAT1/EPAS1/AP3B1	6
group_G5_1_0	GO:0072659	protein localization to plasma membrane	6/50	283/18800	0.000100543785878446	0.00159182096036752	0.000976468270075728	OPTN/GORASP2/RAB7A/STX7/IKBKB/BCL2L1	6
group_G5_1_0	GO:0001659	temperature homeostasis	5/50	177/18800	0.000105105536443766	0.00165198484454006	0.00101337450850435	TFE3/CEBPB/MFN2/STK11/EPAS1	5
group_G5_1_0	GO:0001666	response to hypoxia	6/50	286/18800	0.000106526882569451	0.00166227919635352	0.00101968935681776	BECN1/PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	6
group_G5_1_0	GO:0016242	negative regulation of macroautophagy	3/50	35/18800	0.0001091089101489	0.00169040875794975	0.0010369448302873	BECN1/TSC1/NPC1	3
group_G5_1_0	GO:0007249	I-kappaB kinase/NF-kappaB signaling	6/50	288/18800	0.000110670711861139	0.0017024452058639	0.00104432832991773	OPTN/RELA/PIM2/STAT1/IKBKB/MUL1	6
group_G5_1_0	GO:0030316	osteoclast differentiation	4/50	96/18800	0.000122812411283091	0.00187591633854242	0.00115074045857544	TFE3/CEBPB/MAPK14/SRC	4
group_G5_1_0	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	4/50	97/18800	0.000127844789301168	0.00193912830765198	0.00118951647903332	RELA/RB1CC1/SRC/BCL2L1	4
group_G5_1_0	GO:0090218	positive regulation of lipid kinase activity	3/50	37/18800	0.000129046325388779	0.00194376027616849	0.00119235786031738	SRC/AMBRA1/ATG14	3
group_G5_1_0	GO:0048732	gland development	7/50	431/18800	0.000135171060699922	0.00198482937078908	0.00121755081151993	CEBPB/RELA/PSEN1/RB1CC1/MAPK3/SRC/STK11	7
group_G5_1_0	GO:0051896	regulation of protein kinase B signaling	5/50	187/18800	0.00013603475281687	0.00198482937078908	0.00121755081151993	PIK3CB/RICTOR/SRC/STK11/MUL1	5
group_G5_1_0	GO:0071478	cellular response to radiation	5/50	187/18800	0.00013603475281687	0.00198482937078908	0.00121755081151993	HRAS/YY1/MAPK14/STK11/BCL2L1	5
group_G5_1_0	GO:0002429	immune response-activating cell surface receptor signaling pathway	6/50	300/18800	0.00013830849752777	0.00198482937078908	0.00121755081151993	HRAS/RELA/PSEN1/SRC/STK11/IKBKB	6
group_G5_1_0	GO:0002757	immune response-activating signal transduction	6/50	300/18800	0.00013830849752777	0.00198482937078908	0.00121755081151993	HRAS/RELA/PSEN1/SRC/STK11/IKBKB	6
group_G5_1_0	GO:0031647	regulation of protein stability	6/50	300/18800	0.00013830849752777	0.00198482937078908	0.00121755081151993	BAG3/TSC1/PIM2/SRC/VPS11/MUL1	6
group_G5_1_0	GO:0048608	reproductive structure development	7/50	433/18800	0.00013909362118946	0.00198482937078908	0.00121755081151993	TFEB/CEBPB/MAPK14/SRC/STK11/BCL2L1/EPAS1	7
group_G5_1_0	GO:1903131	mononuclear cell differentiation	7/50	433/18800	0.00013909362118946	0.00198482937078908	0.00121755081151993	CEBPB/YY1/TSC1/PSEN1/STK11/AMBRA1/AP3B1	7
group_G5_1_0	GO:0051648	vesicle localization	5/50	189/18800	0.000142978415604396	0.00202692930356821	0.00124337610817996	YKT6/RAB7A/PSEN1/STK11/AP3B1	5
group_G5_1_0	GO:0061458	reproductive system development	7/50	436/18800	0.000145150744095861	0.00204436340223327	0.00125407068036342	TFEB/CEBPB/MAPK14/SRC/STK11/BCL2L1/EPAS1	7
group_G5_1_0	GO:0009314	response to radiation	7/50	438/18800	0.000149306733707729	0.00208822676967227	0.00128097771801982	HRAS/YY1/RELA/PRKAA1/MAPK14/STK11/BCL2L1	7
group_G5_1_0	GO:0071248	cellular response to metal ion	5/50	191/18800	0.000150190583710869	0.00208822676967227	0.00128097771801982	BECN1/PRKAA1/MAP1LC3A/MCOLN1/MAPK3	5
group_G5_1_0	GO:0042307	positive regulation of protein import into nucleus	3/50	39/18800	0.000151215961718752	0.0020890918532992	0.0012815083849313	BAG3/PSEN1/MAPK14	3
group_G5_1_0	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	4/50	102/18800	0.00015527653179507	0.00213161264217409	0.00130759184669533	PIK3CB/SRC/HTRA2/BCL2L1	4
group_G5_1_0	GO:1901214	regulation of neuron death	6/50	313/18800	0.000174162692137236	0.00237584200783438	0.00145740908878826	HRAS/CEBPB/TSC1/PSEN1/HTRA2/BCL2L1	6
group_G5_1_0	GO:0032006	regulation of TOR signaling	4/50	106/18800	0.0001801041997126	0.00242870323239438	0.00148983566802382	TSC1/PRKAA1/RICTOR/STK11	4
group_G5_1_0	GO:0018105	peptidyl-serine phosphorylation	6/50	315/18800	0.000180277187835636	0.00242870323239438	0.00148983566802382	SGK1/PRKAA1/MAPK14/RICTOR/SRC/IKBKB	6
group_G5_1_0	GO:0010907	positive regulation of glucose metabolic process	3/50	42/18800	0.000188887349043854	0.00249815036631781	0.00153243651599122	PMAIP1/SRC/STK11	3
group_G5_1_0	GO:0071354	cellular response to interleukin-6	3/50	42/18800	0.000188887349043854	0.00249815036631781	0.00153243651599122	RELA/SRC/NFKB1	3
group_G5_1_0	GO:1904591	positive regulation of protein import	3/50	42/18800	0.000188887349043854	0.00249815036631781	0.00153243651599122	BAG3/PSEN1/MAPK14	3
group_G5_1_0	GO:0006006	glucose metabolic process	5/50	201/18800	0.000190526594436891	0.00250455868687041	0.00153636756215777	PRKAA1/PMAIP1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0060249	anatomical structure homeostasis	6/50	319/18800	0.000193015957838958	0.00252199766598012	0.00154706512814485	BAG3/PRKAA1/RAB7A/SRC/STK11/EPAS1	6
group_G5_1_0	GO:1902115	regulation of organelle assembly	5/50	202/18800	0.000194973636839238	0.00253232226529526	0.00155339853113645	BECN1/ATG2A/PRKAA1/SRC/VPS11	5
group_G5_1_0	GO:0002768	immune response-regulating cell surface receptor signaling pathway	6/50	328/18800	0.000224287487713384	0.00289571167172815	0.00177631193276765	HRAS/RELA/PSEN1/SRC/STK11/IKBKB	6
group_G5_1_0	GO:0032496	response to lipopolysaccharide	6/50	333/18800	0.000243313249075868	0.00311638839502812	0.00191168131388005	CEBPB/RELA/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	GO:0001819	positive regulation of cytokine production	7/50	475/18800	0.000245402581591391	0.00311638839502812	0.00191168131388005	HRAS/CEBPB/RELA/PSEN1/MAPK14/SRC/STAT1	7
group_G5_1_0	GO:0032007	negative regulation of TOR signaling	3/50	46/18800	0.000247903751854222	0.00311638839502812	0.00191168131388005	TSC1/PRKAA1/STK11	3
group_G5_1_0	GO:0070741	response to interleukin-6	3/50	46/18800	0.000247903751854222	0.00311638839502812	0.00191168131388005	RELA/SRC/NFKB1	3
group_G5_1_0	GO:0033674	positive regulation of kinase activity	7/50	476/18800	0.00024856394298749	0.00311638839502812	0.00191168131388005	HRAS/PSEN1/RICTOR/SRC/STK11/AMBRA1/ATG14	7
group_G5_1_0	GO:0018209	peptidyl-serine modification	6/50	338/18800	0.00026359066788254	0.0032759521191827	0.00200956224243378	SGK1/PRKAA1/MAPK14/RICTOR/SRC/IKBKB	6
group_G5_1_0	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	3/50	47/18800	0.000264311489560614	0.0032759521191827	0.00200956224243378	BAG3/CEBPB/EPAS1	3
group_G5_1_0	GO:0043491	protein kinase B signaling	5/50	216/18800	0.000265947158633847	0.0032774965174819	0.00201050962029415	PIK3CB/RICTOR/SRC/STK11/MUL1	5
group_G5_1_0	GO:0002764	immune response-regulating signaling pathway	7/50	482/18800	0.000268230793873484	0.00328696379611067	0.0020163171183829	HRAS/RELA/PSEN1/SRC/STK11/IKBKB/AP3B1	7
group_G5_1_0	GO:0071241	cellular response to inorganic substance	5/50	221/18800	0.000295546822191123	0.00360135425467722	0.00220917317119799	BECN1/PRKAA1/MAP1LC3A/MCOLN1/MAPK3	5
group_G5_1_0	GO:0050873	brown fat cell differentiation	3/50	49/18800	0.000299198041993202	0.00362547795018578	0.00222397133242815	TFE3/CEBPB/MAPK14	3
group_G5_1_0	GO:0070391	response to lipoteichoic acid	2/50	10/18800	0.000307730209543194	0.00368766201380766	0.00226211680641231	RELA/MAPK14	2
group_G5_1_0	GO:0071223	cellular response to lipoteichoic acid	2/50	10/18800	0.000307730209543194	0.00368766201380766	0.00226211680641231	RELA/MAPK14	2
group_G5_1_0	GO:0010038	response to metal ion	6/50	351/18800	0.000322589541526677	0.0038444874481943	0.00235831799010827	BECN1/PRKAA1/MAP1LC3A/MCOLN1/MAPK3/NPC1	6
group_G5_1_0	GO:0050817	coagulation	5/50	226/18800	0.000327585984658864	0.00388269945751408	0.00238175832389303	PSEN1/PIK3CB/MAPK14/SRC/AP3B1	5
group_G5_1_0	GO:0070997	neuron death	6/50	353/18800	0.000332519355950443	0.00391975262530712	0.00240448779131213	HRAS/CEBPB/TSC1/PSEN1/HTRA2/BCL2L1	6
group_G5_1_0	GO:0002237	response to molecule of bacterial origin	6/50	354/18800	0.000337573525728911	0.00395782149895139	0.00242784032160081	CEBPB/RELA/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	GO:0031929	TOR signaling	4/50	128/18800	0.000370520680127444	0.00430902636903748	0.00264327938194335	TSC1/PRKAA1/RICTOR/STK11	4
group_G5_1_0	GO:1901653	cellular response to peptide	6/50	361/18800	0.000374666327002684	0.00430902636903748	0.00264327938194335	RELA/PRKAA1/PSEN1/SRC/STAT1/NFKB1	6
group_G5_1_0	GO:0072584	caveolin-mediated endocytosis	2/50	11/18800	0.000375475326762602	0.00430902636903748	0.00264327938194335	MAPK3/SRC	2
group_G5_1_0	GO:1903059	regulation of protein lipidation	2/50	11/18800	0.000375475326762602	0.00430902636903748	0.00264327938194335	ATG13/RB1CC1	2
group_G5_1_0	GO:0035303	regulation of dephosphorylation	4/50	130/18800	0.000392980775300302	0.00448618579803345	0.00275195401650738	TSC1/SRC/AMBRA1/IKBKB	4
group_G5_1_0	GO:1903706	regulation of hemopoiesis	6/50	371/18800	0.000433122731246912	0.00491855080667304	0.00301717901513418	TFE3/CEBPB/MAPK14/AMBRA1/STAT1/AP3B1	6
group_G5_1_0	GO:0010332	response to gamma radiation	3/50	56/18800	0.000444309224840439	0.00497768437309571	0.00305345322733881	HRAS/PRKAA1/BCL2L1	3
group_G5_1_0	GO:0010676	positive regulation of cellular carbohydrate metabolic process	3/50	56/18800	0.000444309224840439	0.00497768437309571	0.00305345322733881	PMAIP1/SRC/STK11	3
group_G5_1_0	GO:0019318	hexose metabolic process	5/50	242/18800	0.000448041069044014	0.00497768437309571	0.00305345322733881	PRKAA1/PMAIP1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0006995	cellular response to nitrogen starvation	2/50	12/18800	0.000449804581432346	0.00497768437309571	0.00305345322733881	BECN1/MAP1LC3A	2
group_G5_1_0	GO:0043562	cellular response to nitrogen levels	2/50	12/18800	0.000449804581432346	0.00497768437309571	0.00305345322733881	BECN1/MAP1LC3A	2
group_G5_1_0	GO:0050851	antigen receptor-mediated signaling pathway	5/50	244/18800	0.00046516895680818	0.0050514770728917	0.00309871976905929	HRAS/RELA/PSEN1/STK11/IKBKB	5
group_G5_1_0	GO:0001541	ovarian follicle development	3/50	57/18800	0.000468117515745151	0.0050514770728917	0.00309871976905929	CEBPB/SRC/BCL2L1	3
group_G5_1_0	GO:0042306	regulation of protein import into nucleus	3/50	57/18800	0.000468117515745151	0.0050514770728917	0.00309871976905929	BAG3/PSEN1/MAPK14	3
group_G5_1_0	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3/50	57/18800	0.000468117515745151	0.0050514770728917	0.00309871976905929	SRC/AMBRA1/ATG14	3
group_G5_1_0	GO:0048278	vesicle docking	3/50	57/18800	0.000468117515745151	0.0050514770728917	0.00309871976905929	YKT6/STX7/VPS11	3
group_G5_1_0	GO:0098792	xenophagy	2/50	13/18800	0.000530683879582675	0.00569828383571694	0.00349548944133664	OPTN/MAPK3	2
group_G5_1_0	GO:0002253	activation of immune response	6/50	386/18800	0.000533940896877901	0.00570501381935058	0.00349961780478956	HRAS/RELA/PSEN1/SRC/STK11/IKBKB	6
group_G5_1_0	GO:0046824	positive regulation of nucleocytoplasmic transport	3/50	60/18800	0.000544410379189266	0.00578836329637999	0.00355074674558943	BAG3/PSEN1/MAPK14	3
group_G5_1_0	GO:0043112	receptor metabolic process	3/50	61/18800	0.000571500989750758	0.00598833645782316	0.00367341597276866	OPTN/BECN1/PSEN1	3
group_G5_1_0	GO:0061951	establishment of protein localization to plasma membrane	3/50	61/18800	0.000571500989750758	0.00598833645782316	0.00367341597276866	OPTN/GORASP2/RAB7A	3
group_G5_1_0	GO:1904589	regulation of protein import	3/50	61/18800	0.000571500989750758	0.00598833645782316	0.00367341597276866	BAG3/PSEN1/MAPK14	3
group_G5_1_0	GO:0043524	negative regulation of neuron apoptotic process	4/50	145/18800	0.000593583492080402	0.00617200710659685	0.00378608477481178	HRAS/CEBPB/PSEN1/BCL2L1	4
group_G5_1_0	GO:0050727	regulation of inflammatory response	6/50	394/18800	0.00059472083230924	0.00617200710659685	0.00378608477481178	CEBPB/RELA/MAPK14/RICTOR/SRC/NFKB1	6
group_G5_1_0	GO:0046902	regulation of mitochondrial membrane permeability	3/50	62/18800	0.000599439675813395	0.00619135550875836	0.00379795363522873	PMAIP1/MUL1/BCL2L1	3
group_G5_1_0	GO:0009411	response to UV	4/50	146/18800	0.000609116157863982	0.0062397479078286	0.00382763890975485	YY1/RELA/PRKAA1/STK11	4
group_G5_1_0	GO:0032868	response to insulin	5/50	259/18800	0.000609878541475179	0.0062397479078286	0.00382763890975485	TSC1/PRKAA1/MAPK14/SRC/STAT1	5
group_G5_1_0	GO:0061709	reticulophagy	2/50	14/18800	0.000618079255749293	0.00625409897134287	0.00383644226045347	ATG2A/RB1CC1	2
group_G5_1_0	GO:0001890	placenta development	4/50	147/18800	0.000624935577293522	0.00625409897134287	0.00383644226045347	TFEB/CEBPB/MAPK14/EPAS1	4
group_G5_1_0	GO:0032615	interleukin-12 production	3/50	63/18800	0.000628237237661157	0.00625409897134287	0.00383644226045347	RELA/MAPK14/NFKB1	3
group_G5_1_0	GO:0032655	regulation of interleukin-12 production	3/50	63/18800	0.000628237237661157	0.00625409897134287	0.00383644226045347	RELA/MAPK14/NFKB1	3
group_G5_1_0	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	3/50	63/18800	0.000628237237661157	0.00625409897134287	0.00383644226045347	CEBPB/PMAIP1/BCL2L1	3
group_G5_1_0	GO:0005996	monosaccharide metabolic process	5/50	261/18800	0.00063146504136657	0.00625409897134287	0.00383644226045347	PRKAA1/PMAIP1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0060828	regulation of canonical Wnt signaling pathway	5/50	261/18800	0.00063146504136657	0.00625409897134287	0.00383644226045347	PSEN1/MAPK14/SRC/STK11/NFKB1	5
group_G5_1_0	GO:0031330	negative regulation of cellular catabolic process	5/50	265/18800	0.000676355342291367	0.00665549552944697	0.00408267033035887	BECN1/TSC1/PSEN1/MAPK14/NPC1	5
group_G5_1_0	GO:0051656	establishment of organelle localization	6/50	404/18800	0.000678130249888327	0.00665549552944697	0.00408267033035887	BECN1/YKT6/RAB7A/PSEN1/STK11/AP3B1	6
group_G5_1_0	GO:0031348	negative regulation of defense response	5/50	268/18800	0.000711563711533708	0.00693973682985657	0.00425703203170935	MAPK14/SRC/NFKB1/MUL1/ATG12	5
group_G5_1_0	GO:0038034	signal transduction in absence of ligand	3/50	66/18800	0.000719889712640723	0.00693973682985657	0.00425703203170935	BAG3/HTRA2/BCL2L1	3
group_G5_1_0	GO:0050435	amyloid-beta metabolic process	3/50	66/18800	0.000719889712640723	0.00693973682985657	0.00425703203170935	BECN1/RELA/PSEN1	3
group_G5_1_0	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	3/50	66/18800	0.000719889712640723	0.00693973682985657	0.00425703203170935	BAG3/HTRA2/BCL2L1	3
group_G5_1_0	GO:0045834	positive regulation of lipid metabolic process	4/50	153/18800	0.000726041730219367	0.00696807306568941	0.00427441428503624	PRKAA1/SRC/AMBRA1/ATG14	4
group_G5_1_0	GO:0045600	positive regulation of fat cell differentiation	3/50	67/18800	0.000752228826539653	0.00718759614433704	0.00440907598769359	TFE3/CEBPB/MAPK14	3
group_G5_1_0	GO:0046854	phosphatidylinositol phosphate biosynthetic process	3/50	68/18800	0.000785479356632687	0.00747238914270306	0.00458377611626831	BECN1/PIK3CB/ATG14	3
group_G5_1_0	GO:0010224	response to UV-B	2/50	16/18800	0.000812283020279936	0.00766018204777036	0.00469897362761483	RELA/STK11	2
group_G5_1_0	GO:0090336	positive regulation of brown fat cell differentiation	2/50	16/18800	0.000812283020279936	0.00766018204777036	0.00469897362761483	TFE3/MAPK14	2
group_G5_1_0	GO:0043550	regulation of lipid kinase activity	3/50	69/18800	0.000819651522336494	0.00769620844999071	0.00472107324781649	SRC/AMBRA1/ATG14	3
group_G5_1_0	GO:0071260	cellular response to mechanical stimulus	3/50	70/18800	0.000854755448015362	0.00798758213724256	0.00489981015819786	BAG3/MAPK3/NFKB1	3
group_G5_1_0	GO:0002262	myeloid cell homeostasis	4/50	160/18800	0.000858048242497702	0.00798758213724256	0.00489981015819786	PIK3CB/MAPK14/STAT1/EPAS1	4
group_G5_1_0	GO:0034497	protein localization to phagophore assembly site	2/50	17/18800	0.000919024116464711	0.00848674687183648	0.0052060120094156	MFN2/ATG13	2
group_G5_1_0	GO:0061025	membrane fusion	4/50	163/18800	0.000919495396441481	0.00848674687183648	0.0052060120094156	YKT6/RAB7A/STX7/VPS11	4
group_G5_1_0	GO:0140029	exocytic process	3/50	73/18800	0.000965757613182168	0.00887596721606831	0.00544477084327502	YKT6/PSEN1/VPS11	3
group_G5_1_0	GO:0031349	positive regulation of defense response	5/50	289/18800	0.000997895468042467	0.00911785832242279	0.00559315373057796	OPTN/CEBPB/MAPK3/SRC/IKBKB	5
group_G5_1_0	GO:0035924	cellular response to vascular endothelial growth factor stimulus	3/50	74/18800	0.00100468793870864	0.00911785832242279	0.00559315373057796	RELA/PIK3CB/MAPK14	3
group_G5_1_0	GO:0050688	regulation of defense response to virus	3/50	74/18800	0.00100468793870864	0.00911785832242279	0.00559315373057796	STAT1/MUL1/ATG12	3
group_G5_1_0	GO:0050746	regulation of lipoprotein metabolic process	2/50	18/18800	0.00103214670547263	0.00925093472797572	0.00567478658424271	ATG13/RB1CC1	2
group_G5_1_0	GO:0097284	hepatocyte apoptotic process	2/50	18/18800	0.00103214670547263	0.00925093472797572	0.00567478658424271	PRKAA1/BCL2L1	2
group_G5_1_0	GO:1902683	regulation of receptor localization to synapse	2/50	18/18800	0.00103214670547263	0.00925093472797572	0.00567478658424271	HRAS/STX7	2
group_G5_1_0	GO:0071479	cellular response to ionizing radiation	3/50	75/18800	0.00104459923756946	0.00932401541682367	0.0057196163581884	HRAS/MAPK14/BCL2L1	3
group_G5_1_0	GO:0034504	protein localization to nucleus	5/50	294/18800	0.00107714510721743	0.00953603158185552	0.00584967310643536	BAG3/PSEN1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0071375	cellular response to peptide hormone stimulus	5/50	294/18800	0.00107714510721743	0.00953603158185552	0.00584967310643536	RELA/PRKAA1/SRC/STAT1/NFKB1	5
group_G5_1_0	GO:0008344	adult locomotory behavior	3/50	76/18800	0.00108550107418022	0.00957094239795487	0.00587108839436799	TSC1/HTRA2/NPC1	3
group_G5_1_0	GO:0050673	epithelial cell proliferation	6/50	443/18800	0.00109360473898181	0.00960335497510745	0.00589097119144686	HRAS/CEBPB/PSEN1/PIK3CB/STK11/STAT1	6
group_G5_1_0	GO:0090559	regulation of membrane permeability	3/50	77/18800	0.00112740292134041	0.00986022958220703	0.0060485453844409	PMAIP1/MUL1/BCL2L1	3
group_G5_1_0	GO:0045785	positive regulation of cell adhesion	6/50	446/18800	0.0011322189044219	0.00986258154092808	0.006049988142842	TFE3/TSC1/RELA/SRC/AMBRA1/AP3B1	6
group_G5_1_0	GO:1902894	negative regulation of miRNA transcription	2/50	19/18800	0.00115161745808475	0.00995162656010291	0.00610461089125237	YY1/RELA	2
group_G5_1_0	GO:2000786	positive regulation of autophagosome assembly	2/50	19/18800	0.00115161745808475	0.00995162656010291	0.00610461089125237	BECN1/ATG2A	2
group_G5_1_1	GO:1902600	proton transmembrane transport	7/10	133/18800	8.91537299038958e-14	1.27489833762571e-11	5.91229998310046e-12	SLC11A2/ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6V1G1	7
group_G5_1_1	GO:0036295	cellular response to increased oxygen levels	3/10	12/18800	2.3782581420061e-08	1.36469282008583e-06	6.3287190037105e-07	ATP6V0D1/ATP6AP1/ATP6V1G1	3
group_G5_1_1	GO:0006879	cellular iron ion homeostasis	4/10	66/18800	2.86299193024999e-08	1.36469282008583e-06	6.3287190037105e-07	SLC11A2/ATP6V0D1/ATP6AP1/ATP6V1G1	4
group_G5_1_1	GO:0055072	iron ion homeostasis	4/10	85/18800	8.00423645258708e-08	2.86151453179988e-06	1.32701814871838e-06	SLC11A2/ATP6V0D1/ATP6AP1/ATP6V1G1	4
group_G5_1_1	GO:0006885	regulation of pH	4/10	93/18800	1.15184629369163e-07	3.29428039995806e-06	1.52771192636995e-06	ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1	4
group_G5_1_1	GO:0046916	cellular transition metal ion homeostasis	4/10	115/18800	2.71200535858924e-07	5.7193755199451e-06	2.65234197833302e-06	SLC11A2/ATP6V0D1/ATP6AP1/ATP6V1G1	4
group_G5_1_1	GO:0036296	response to increased oxygen levels	3/10	26/18800	2.79969431046264e-07	5.7193755199451e-06	2.65234197833302e-06	ATP6V0D1/ATP6AP1/ATP6V1G1	3
group_G5_1_1	GO:0055076	transition metal ion homeostasis	4/10	139/18800	5.80592770394765e-07	1.03780957708064e-05	4.81280849143029e-06	SLC11A2/ATP6V0D1/ATP6AP1/ATP6V1G1	4
group_G5_1_1	GO:0055067	monovalent inorganic cation homeostasis	4/10	157/18800	9.45341382816039e-07	1.50204241936326e-05	6.96567334706555e-06	ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1	4
group_G5_1_1	GO:0030641	regulation of cellular pH	3/10	83/18800	9.73732301959739e-06	0.000139243719180243	6.45738263404879e-05	ATP6V0D1/ATP6V0A4/ATP6AP1	3
group_G5_1_1	GO:0070482	response to oxygen levels	4/10	324/18800	1.67551647936986e-05	0.000217817142318081	0.0001010119982778	SLC11A2/ATP6V0D1/ATP6AP1/ATP6V1G1	4
group_G5_1_1	GO:0030004	cellular monovalent inorganic cation homeostasis	3/10	107/18800	2.08940979901375e-05	0.000248988001049138	0.000115467383629707	ATP6V0D1/ATP6V0A4/ATP6AP1	3
group_G5_1_1	GO:0016241	regulation of macroautophagy	3/10	158/18800	6.69298585783392e-05	0.000713437130040979	0.000330854171458091	ATP6V0D1/ATP6V1B1/ATP6V1G1	3
group_G5_1_1	GO:0007035	vacuolar acidification	2/10	24/18800	6.98469917522637e-05	0.000713437130040979	0.000330854171458091	ATP6V0D1/ATP6V0A4	2
group_G5_1_1	GO:0071453	cellular response to oxygen levels	3/10	166/18800	7.75175899555759e-05	0.000739001024243157	0.000342709345066757	ATP6V0D1/ATP6AP1/ATP6V1G1	3
group_G5_1_1	GO:0051452	intracellular pH reduction	2/10	44/18800	0.000238048105775329	0.002127554945367	0.000986646754200376	ATP6V0D1/ATP6V0A4	2
group_G5_1_1	GO:0016236	macroautophagy	3/10	306/18800	0.00047074013416959	0.00395975524625008	0.00183632374320026	ATP6V0D1/ATP6V1B1/ATP6V1G1	3
group_G5_1_1	GO:0007588	excretion	2/10	65/18800	0.000520293528332709	0.00413344303064319	0.00191687089385735	ATP6V1B1/ATP6V0A4	2
group_G5_1_1	GO:0010506	regulation of autophagy	3/10	336/18800	0.000618514763891627	0.00465513743350014	0.00215880499308435	ATP6V0D1/ATP6V1B1/ATP6V1G1	3
group_G5_1_1	GO:0061515	myeloid cell development	2/10	74/18800	0.000673907431840788	0.00481843813766163	0.00223453516873524	SLC11A2/ATP6AP1	2
group_G5_1_1	GO:0051453	regulation of intracellular pH	2/10	77/18800	0.000729424195885368	0.00496703142912418	0.00230344482911169	ATP6V0D1/ATP6V0A4	2
group_G5_1_2	GO:0046479	glycosphingolipid catabolic process	3/9	14/18800	2.75412544751655e-08	6.11970066487455e-06	3.0314306699069e-06	NEU4/GBA/GM2A	3
group_G5_1_2	GO:0019377	glycolipid catabolic process	3/9	16/18800	4.23508696531111e-08	6.11970066487455e-06	3.0314306699069e-06	NEU4/GBA/GM2A	3
group_G5_1_2	GO:0046514	ceramide catabolic process	3/9	21/18800	1.00462926900709e-07	9.67792862476831e-06	4.79402037140226e-06	NEU4/GBA/GM2A	3
group_G5_1_2	GO:0030149	sphingolipid catabolic process	3/9	31/18800	3.38722023158399e-07	2.44726661731944e-05	1.21226829340901e-05	NEU4/GBA/GM2A	3
group_G5_1_2	GO:0046466	membrane lipid catabolic process	3/9	36/18800	5.37392527363333e-07	3.10612880816006e-05	1.53863965729291e-05	NEU4/GBA/GM2A	3
group_G5_1_2	GO:0006687	glycosphingolipid metabolic process	3/9	60/18800	2.56079541652345e-06	0.000123344979229213	6.10996801135419e-05	NEU4/GBA/GM2A	3
